rownames,gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
119084,male,cauc,1980 Q2,regular+aide,,,,453.0,,,,528.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,15.0,,,,afam,,,,11.0,,,,21.0,,,
119105,male,cauc,1980 Q1,,regular+aide,regular+aide,regular+aide,,590.0,622.0,665.0,,557.0,659.0,691.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,master,master,,probation,notladder,level1,,3.0,15.0,21.0,,cauc,cauc,cauc,,17.0,17.0,17.0,,41.0,41.0,41.0
119111,male,cauc,1979 Q4,,regular+aide,regular+aide,regular+aide,,503.0,582.0,,,451.0,523.0,,,non-free,free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,master,,level1,level1,level1,,20.0,12.0,18.0,,cauc,afam,cauc,,11.0,11.0,11.0,,17.0,17.0,17.0
119130,female,cauc,1980 Q3,regular,regular+aide,,,448.0,474.0,,,506.0,532.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,level1,,,0.0,20.0,,,cauc,cauc,,,11.0,11.0,,,17.0,17.0,,
119147,female,cauc,1980 Q3,regular,regular,regular,,,604.0,637.0,,,572.0,674.0,,non-free,,non-free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,level1,notladder,,8.0,8.0,10.0,,cauc,cauc,afam,,36.0,36.0,36.0,,72.0,72.0,72.0,
119161,male,cauc,1979 Q3,regular,regular,regular+aide,regular+aide,445.0,485.0,547.0,585.0,500.0,542.0,538.0,591.0,free,free,free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level3,probation,apprentice,level1,16.0,1.0,2.0,19.0,cauc,cauc,cauc,cauc,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0
119185,female,cauc,1980 Q1,,regular,regular,regular,,536.0,591.0,631.0,,557.0,607.0,711.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,bachelor,master,,probation,apprentice,level1,,0.0,1.0,5.0,,cauc,cauc,cauc,,32.0,32.0,32.0,,66.0,66.0,66.0
119193,female,cauc,1980 Q3,regular,,,,416.0,,,,513.0,,,,non-free,,,,suburban,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,11.0,,,,23.0,,,
119210,female,cauc,1979 Q3,,regular+aide,regular+aide,regular+aide,,629.0,669.0,670.0,,578.0,620.0,663.0,,free,free,free,,urban,urban,urban,,master,master,master,,level1,level1,level1,,14.0,18.0,36.0,,cauc,cauc,cauc,,7.0,7.0,7.0,,10.0,10.0,10.0
119225,female,cauc,1979 Q3,regular+aide,regular,regular,small,413.0,485.0,596.0,622.0,439.0,495.0,565.0,608.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,probation,3.0,0.0,1.0,1.0,cauc,cauc,cauc,cauc,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0
119247,male,cauc,1981 Q1,,regular,regular,,,604.0,622.0,,,578.0,620.0,,,non-free,,,,suburban,suburban,,,master,bachelor,,,level3,level1,,,18.0,12.0,,,cauc,cauc,,,12.0,12.0,,,36.0,36.0,
119265,male,cauc,1980 Q1,,,regular,regular,,,552.0,620.0,,,556.0,574.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,12.0,14.0,,,cauc,cauc,,,12.0,12.0,,,34.0,34.0
119275,female,afam,1980 Q3,,,regular+aide,regular+aide,,,536.0,572.0,,,574.0,565.0,,,free,free,,,suburban,suburban,,,bachelor,master,,,,level1,,,,22.0,,,afam,afam,,,11.0,11.0,,,24.0,24.0
119295,male,cauc,1979 Q1,regular+aide,regular,,,,462.0,,,,490.0,,,free,free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,4.0,10.0,,,cauc,cauc,,,29.0,29.0,,,62.0,62.0,,
119308,female,cauc,1980 Q2,,regular,,,,505.0,,,,488.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,10.0,,,,cauc,,,,28.0,,,,61.0,,
119326,female,cauc,1980 Q2,,regular,,,,485.0,,,,490.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,5.0,,,,cauc,,,,39.0,,,,75.0,,
119345,male,cauc,1980 Q1,,regular+aide,regular+aide,,,553.0,,,,553.0,,,,free,,,,urban,urban,,,master,bachelor,,,level1,notladder,,,8.0,17.0,,,cauc,cauc,,,6.0,6.0,,,9.0,9.0,
119359,female,afam,1980 Q1,regular+aide,,,,413.0,,,,429.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,17.0,,,,cauc,,,,11.0,,,,16.0,,,
119369,female,afam,1980 Q3,regular,,,,418.0,,,,439.0,,,,free,,,,inner-city,,,,bachelor,,,,,,,,6.0,,,,afam,,,,11.0,,,,27.0,,,
119386,female,afam,1980 Q3,regular,,regular+aide,,408.0,,564.0,,434.0,,572.0,,free,,free,,inner-city,,inner-city,,bachelor,,master,,level1,,level1,,5.0,,12.0,,cauc,,cauc,,11.0,,11.0,,29.0,,29.0,
119401,male,cauc,1979 Q3,regular+aide,,,,443.0,,,,454.0,,,,free,,,,rural,,,,master,,,,level1,,,,9.0,,,,cauc,,,,3.0,,,,3.0,,,
119421,female,afam,1980 Q2,regular,regular+aide,regular,regular+aide,411.0,475.0,535.0,577.0,418.0,474.0,540.0,608.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,probation,11.0,27.0,7.0,12.0,cauc,afam,afam,cauc,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0
119430,female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,433.0,460.0,591.0,626.0,489.0,486.0,528.0,593.0,non-free,non-free,,non-free,urban,urban,urban,urban,bachelor,bachelor,master,master,level1,level1,notladder,level1,13.0,7.0,30.0,9.0,cauc,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
119447,male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,467.0,492.0,555.0,582.0,478.0,549.0,550.0,629.0,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level2,level1,notladder,level1,11.0,16.0,4.0,14.0,cauc,cauc,afam,cauc,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0
119472,female,cauc,1980 Q1,regular+aide,regular,regular,regular,411.0,469.0,559.0,626.0,513.0,518.0,593.0,634.0,free,non-free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12.0,7.0,8.0,8.0,cauc,cauc,cauc,cauc,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0
119486,male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,445.0,571.0,611.0,665.0,484.0,557.0,577.0,648.0,non-free,non-free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,level1,2.0,11.0,6.0,7.0,cauc,cauc,afam,cauc,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0
119505,male,afam,1980 Q1,regular,,,,,,,,468.0,,,,free,,,,inner-city,,,,master,,,,probation,,,,6.0,,,,cauc,,,,11.0,,,,33.0,,,
119518,male,cauc,1980 Q2,small,small,small,small,411.0,553.0,669.0,620.0,489.0,562.0,620.0,667.0,non-free,non-free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,6.0,15.0,5.0,31.0,cauc,cauc,cauc,cauc,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0
119533,male,cauc,1980 Q2,regular,regular,,,437.0,485.0,,,513.0,553.0,,,non-free,non-free,,,rural,rural,,,master,bachelor,,,level1,notladder,,,13.0,12.0,,,cauc,cauc,,,21.0,21.0,,,50.0,50.0,,
119552,male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,433.0,530.0,566.0,555.0,513.0,553.0,639.0,579.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,14.0,1.0,8.0,19.0,cauc,cauc,cauc,cauc,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0
119563,male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,414.0,548.0,650.0,641.0,484.0,549.0,648.0,691.0,non-free,non-free,free,free,rural,rural,rural,rural,master,master,phd,master,level1,notladder,level1,level1,8.0,11.0,15.0,8.0,cauc,cauc,cauc,cauc,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0
119582,female,cauc,1979 Q2,,,,regular,,,,606.0,,,,601.0,,,,free,,,,urban,,,,master,,,,level1,,,,7.0,,,,cauc,,,,26.0,,,,59.0
119595,female,cauc,1979 Q3,,small,small,,,,503.0,,,,525.0,,,free,free,,,rural,rural,,,master,master,,,level1,level3,,,11.0,14.0,,,cauc,cauc,,,23.0,23.0,,,55.0,55.0,
119614,female,cauc,1980 Q2,small,small,small,small,443.0,651.0,643.0,686.0,528.0,627.0,626.0,672.0,non-free,non-free,non-free,,suburban,suburban,suburban,suburban,master,master,master,master,level1,level1,level2,level3,7.0,12.0,11.0,18.0,cauc,cauc,cauc,cauc,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0
119626,female,afam,1980 Q3,small,small,small,small,427.0,512.0,577.0,583.0,459.0,507.0,536.0,582.0,non-free,free,non-free,non-free,rural,rural,rural,rural,specialist,bachelor,bachelor,master,level1,level1,level1,level3,10.0,21.0,10.0,17.0,cauc,cauc,cauc,cauc,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
119641,male,cauc,1980 Q3,regular+aide,,,,419.0,,,,429.0,,,,free,,,,urban,,,,bachelor,,,,apprentice,,,,5.0,,,,cauc,,,,27.0,,,,60.0,,,
119656,male,cauc,1979 Q4,regular,,,,455.0,,,,559.0,,,,non-free,,,,suburban,,,,bachelor,,,,pending,,,,3.0,,,,cauc,,,,25.0,,,,58.0,,,
119674,female,cauc,1980 Q3,regular,,,,425.0,,,,454.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,13.0,,,,,,,,23.0,,,,55.0,,,
119687,female,afam,1979 Q4,regular,,,,463.0,,,,576.0,,,,free,,,,inner-city,,,,bachelor,,,,,,,,6.0,,,,afam,,,,11.0,,,,27.0,,,
119712,female,cauc,1980 Q1,small,small,small,small,476.0,533.0,573.0,590.0,513.0,505.0,565.0,585.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,11.0,31.0,14.0,14.0,cauc,cauc,cauc,cauc,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0
119720,male,cauc,1979 Q4,,small,small,small,,604.0,637.0,644.0,,535.0,607.0,629.0,,free,free,free,,suburban,suburban,suburban,,bachelor,bachelor,master,,level1,apprentice,level1,,4.0,1.0,24.0,,cauc,cauc,afam,,22.0,22.0,22.0,,54.0,54.0,54.0
119743,male,cauc,1979 Q1,small,small,,,403.0,,,,444.0,,,,non-free,free,,,rural,rural,,,master,,,,level1,,,,15.0,,,,cauc,,,,35.0,35.0,,,70.0,70.0,,
119761,male,afam,1980 Q1,,regular+aide,regular+aide,,,548.0,618.0,,,518.0,563.0,,,non-free,non-free,,,suburban,suburban,,,master,bachelor,,,level1,level1,,,20.0,12.0,,,cauc,cauc,,,22.0,22.0,,,51.0,51.0,
119772,female,afam,1979 Q2,,,regular+aide,regular+aide,,,562.0,588.0,,,593.0,585.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,level1,level1,,,32.0,18.0,,,afam,afam,,,11.0,11.0,,,30.0,30.0
119789,male,cauc,1980 Q2,,small,,regular+aide,,487.0,,582.0,,542.0,,579.0,,non-free,,free,,suburban,,suburban,,bachelor,,bachelor,,level1,,level3,,8.0,,12.0,,cauc,,cauc,,18.0,,18.0,,46.0,,46.0
119803,male,cauc,1980 Q3,regular+aide,regular,regular,regular,411.0,544.0,579.0,618.0,468.0,512.0,538.0,580.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,8.0,11.0,19.0,3.0,cauc,cauc,cauc,cauc,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0
119823,male,cauc,1979 Q1,,regular+aide,,regular+aide,,492.0,,559.0,,553.0,,571.0,,free,,non-free,,rural,,rural,,bachelor,,master,,level1,,level2,,9.0,,13.0,,cauc,,cauc,,3.0,,3.0,,3.0,,3.0
119840,female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,424.0,530.0,596.0,597.0,459.0,553.0,565.0,606.0,free,non-free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,apprentice,level1,14.0,11.0,2.0,15.0,cauc,cauc,cauc,cauc,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0
119851,male,afam,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,437.0,499.0,584.0,633.0,473.0,507.0,590.0,606.0,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,apprentice,level1,12.0,6.0,2.0,10.0,cauc,cauc,cauc,cauc,12.0,12.0,12.0,12.0,35.0,35.0,35.0,35.0
119867,male,afam,1980 Q3,regular+aide,,,,407.0,,,,439.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,6.0,,,,afam,,,,11.0,,,,26.0,,,
119888,male,cauc,1980 Q1,regular,,,,418.0,,,,454.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,13.0,,,,,,,,23.0,,,,55.0,,,
119901,male,afam,1980 Q2,,,,regular+aide,,,,583.0,,,,577.0,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,25.0,,,,afam,,,,11.0,,,,21.0
119920,female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,445.0,,,,536.0,538.0,,672.0,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,specialist,level1,level3,level1,level2,14.0,17.0,26.0,16.0,cauc,cauc,cauc,cauc,35.0,35.0,35.0,35.0,70.0,70.0,70.0,70.0
119929,male,afam,1980 Q3,regular+aide,,,,465.0,,,,429.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,17.0,,,,cauc,,,,11.0,,,,29.0,,,
119943,male,afam,1979 Q4,regular+aide,regular,,small,458.0,483.0,,775.0,478.0,523.0,,678.0,free,free,,free,inner-city,inner-city,,inner-city,bachelor,bachelor,,bachelor,level1,apprentice,,level1,7.0,1.0,,8.0,cauc,cauc,,afam,11.0,11.0,,11.0,22.0,22.0,,22.0
119965,male,cauc,1980 Q2,regular,,,,402.0,,,,454.0,,,,free,,,,rural,,,,master,,,,level1,,,,13.0,,,,cauc,,,,39.0,,,,75.0,,,
119980,female,cauc,1980 Q2,regular,regular,regular,regular,,512.0,591.0,610.0,,502.0,572.0,651.0,non-free,non-free,,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level3,level1,probation,15.0,18.0,12.0,22.0,cauc,cauc,cauc,afam,12.0,12.0,12.0,12.0,36.0,36.0,36.0,36.0
119991,female,afam,1979 Q4,,,,regular+aide,,,,604.0,,,,582.0,,,,free,,,,suburban,,,,master,,,,level3,,,,19.0,,,,cauc,,,,11.0,,,,21.0
120012,female,cauc,1980 Q2,,small,small,small,,527.0,596.0,644.0,,535.0,579.0,594.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,bachelor,bachelor,,level1,probation,level1,,6.0,3.0,19.0,,cauc,cauc,cauc,,25.0,25.0,25.0,,58.0,58.0,58.0
120026,male,cauc,1979 Q3,,,regular,regular,,,650.0,654.0,,,659.0,678.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,6.0,8.0,,,cauc,cauc,,,40.0,40.0,,,77.0,77.0
120042,female,cauc,1980 Q3,regular,,,,458.0,,,,547.0,,,,free,,,,rural,,,,bachelor,,,,apprentice,,,,2.0,,,,cauc,,,,16.0,,,,40.0,,,
120065,female,cauc,1980 Q1,,,regular,regular,,,631.0,639.0,,,607.0,629.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,master,,,level1,level1,,,8.0,15.0,,,cauc,afam,,,22.0,22.0,,,51.0,51.0
120071,male,cauc,1979 Q4,regular+aide,regular,regular,regular,476.0,651.0,643.0,693.0,494.0,578.0,603.0,645.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,master,level1,level1,level1,level1,8.0,9.0,19.0,11.0,cauc,cauc,cauc,cauc,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0
120095,female,afam,1980 Q1,,,regular,,,,602.0,,,,615.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,14.0,,,,cauc,,,,22.0,,,,54.0,
120107,male,cauc,1980 Q3,regular,small,regular,,384.0,423.0,499.0,,384.0,436.0,499.0,,non-free,non-free,,,rural,rural,rural,,bachelor,bachelor,master,,,level1,level3,,4.0,13.0,18.0,,cauc,cauc,cauc,,12.0,12.0,12.0,,35.0,35.0,35.0,
120125,male,cauc,1979 Q2,,,regular,regular,,,588.0,,,,603.0,,,,non-free,free,,,rural,rural,,,bachelor,master,,,level1,level1,,,9.0,13.0,,,cauc,cauc,,,9.0,9.0,,,12.0,12.0
120144,female,cauc,1978 Q1,,,,small,,,,626.0,,,,616.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,6.0,,,,cauc,,,,35.0,,,,69.0
120154,male,cauc,1980 Q3,small,,,,407.0,,,,500.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,35.0,,,,70.0,,,
120175,male,cauc,1980 Q1,regular+aide,regular,regular,regular,403.0,507.0,508.0,,478.0,578.0,561.0,,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,notladder,level1,10.0,15.0,10.0,13.0,cauc,cauc,afam,cauc,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0
120192,female,cauc,1980 Q1,regular+aide,regular,regular,regular,398.0,527.0,562.0,588.0,454.0,523.0,561.0,586.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level3,level3,notladder,12.0,20.0,18.0,17.0,cauc,cauc,cauc,cauc,12.0,12.0,12.0,12.0,35.0,35.0,35.0,35.0
120201,female,cauc,1979 Q3,,,small,,,,547.0,,,,626.0,,,,free,,,,rural,,,,specialist,,,,level3,,,,17.0,,,,cauc,,,,39.0,,,,75.0,
120222,male,cauc,1980 Q2,,regular+aide,regular+aide,regular+aide,,521.0,631.0,654.0,,518.0,603.0,651.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,bachelor,master,master,,apprentice,level1,level1,,1.0,12.0,6.0,,cauc,cauc,cauc,,28.0,28.0,28.0,,61.0,61.0,61.0
120235,male,afam,1979 Q3,,,,regular+aide,,,,614.0,,,,626.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,25.0,,,,afam,,,,11.0,,,,27.0
120247,female,cauc,1979 Q4,regular,,,,439.0,,,,528.0,,,,free,,,,suburban,,,,master,,,,level1,,,,22.0,,,,cauc,,,,28.0,,,,61.0,,,
120273,female,cauc,1978 Q1,,,regular,regular,,,591.0,600.0,,,626.0,651.0,,,free,free,,,rural,rural,,,bachelor,bachelor,,,level1,probation,,,6.0,0.0,,,cauc,cauc,,,9.0,9.0,,,12.0,12.0
120281,male,afam,1979 Q3,,,regular,,,,560.0,,,,536.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,30.0,,,,afam,,,,11.0,,,,32.0,
120300,male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,418.0,530.0,596.0,620.0,484.0,538.0,632.0,626.0,non-free,free,,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,apprentice,6.0,6.0,1.0,2.0,cauc,cauc,cauc,cauc,36.0,36.0,36.0,36.0,71.0,71.0,71.0,71.0
120321,female,afam,1980 Q1,regular,regular,regular,regular,442.0,499.0,526.0,629.0,547.0,562.0,574.0,614.0,free,free,free,free,suburban,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,24.0,0.0,1.0,3.0,cauc,afam,cauc,cauc,18.0,18.0,18.0,18.0,44.0,45.0,45.0,45.0
120328,male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,,468.0,590.0,602.0,,576.0,592.0,626.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,master,bachelor,,level1,level1,level1,,3.0,16.0,31.0,,cauc,cauc,afam,,5.0,5.0,5.0,,7.0,7.0,7.0,
120342,female,cauc,1979 Q4,,small,,,,553.0,,,,557.0,,,,non-free,,,,urban,,,,master,,,,level1,,,,13.0,,,,cauc,,,,13.0,,,,37.0,,
120367,female,afam,1980 Q1,,regular+aide,regular+aide,regular+aide,,487.0,536.0,578.0,,523.0,543.0,606.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,master,bachelor,,level1,level1,level1,,7.0,10.0,7.0,,cauc,cauc,cauc,,22.0,22.0,22.0,,53.0,53.0,53.0
120377,male,cauc,1979 Q3,,,regular+aide,regular+aide,,,566.0,583.0,,,577.0,570.0,,,non-free,free,,,rural,rural,,,bachelor,bachelor,,,notladder,probation,,,5.0,3.0,,,cauc,cauc,,,3.0,3.0,,,3.0,3.0
120398,female,cauc,1980 Q2,,,,regular+aide,,,,,,,,594.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,14.0,,,,cauc,,,,35.0,,,,70.0
120407,male,afam,1978 Q4,,regular,,,,507.0,,,,562.0,,,,free,,,,suburban,,,,bachelor,,,,notladder,,,,25.0,,,,afam,,,,11.0,,,,23.0,,
120429,male,cauc,1980 Q2,,,small,,,,539.0,,,,552.0,,,,non-free,,,,suburban,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,18.0,,,,46.0,
120443,male,cauc,1979 Q3,,small,small,small,,492.0,523.0,554.0,,535.0,557.0,586.0,,free,free,free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,apprentice,level1,,9.0,0.0,7.0,,cauc,cauc,cauc,,40.0,40.0,40.0,,77.0,77.0,77.0
120454,female,cauc,1978 Q4,,,regular+aide,regular+aide,,,,,,,,,,,free,free,,,rural,rural,,,master,bachelor,,,level1,level1,,,11.0,14.0,,,cauc,cauc,,,35.0,35.0,,,70.0,70.0
120476,male,cauc,1979 Q2,,,regular,regular,,,549.0,612.0,,,639.0,678.0,,,non-free,non-free,,,rural,rural,,,master,bachelor,,,level1,level1,,,9.0,24.0,,,cauc,cauc,,,31.0,31.0,,,65.0,65.0
120494,female,cauc,1980 Q2,regular+aide,,,,,,,,454.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,17.0,,,,cauc,,,,25.0,,,,58.0,,,
120512,female,afam,1979 Q1,,regular,regular,,,456.0,,,,510.0,,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,apprentice,apprentice,,,2.0,1.0,,,cauc,cauc,,,11.0,11.0,,,30.0,30.0,
120528,female,cauc,1980 Q1,regular,small,small,small,532.0,651.0,643.0,686.0,576.0,592.0,648.0,752.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level1,13.0,16.0,18.0,12.0,cauc,cauc,cauc,cauc,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0
120541,male,afam,1980 Q2,regular,regular+aide,regular+aide,regular,450.0,487.0,549.0,604.0,520.0,488.0,574.0,594.0,free,non-free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,24.0,6.0,9.0,26.0,afam,cauc,afam,afam,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0
120553,male,cauc,1980 Q3,,,small,,,,,,,,,,,,non-free,,,,rural,,,,specialist,,,,level3,,,,17.0,,,,cauc,,,,39.0,,,,75.0,
120576,male,cauc,1980 Q1,,,,small,,,,661.0,,,,626.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,14.0,,,,cauc,,,,41.0,,,,79.0
120585,male,cauc,1980 Q3,,small,small,small,,540.0,577.0,675.0,,592.0,648.0,678.0,,non-free,non-free,non-free,,rural,rural,rural,,master,bachelor,bachelor,,apprentice,level1,level3,,1.0,32.0,17.0,,cauc,cauc,cauc,,31.0,31.0,31.0,,64.0,64.0,64.0
120604,female,cauc,1980 Q2,,,small,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,level1,,,,7.0,,,,cauc,,,,35.0,,,,69.0,
120624,male,cauc,1980 Q1,small,small,small,small,413.0,530.0,614.0,650.0,463.0,535.0,584.0,585.0,non-free,free,,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level3,6.0,6.0,4.0,13.0,cauc,cauc,cauc,cauc,36.0,36.0,36.0,36.0,71.0,71.0,71.0,71.0
120631,female,cauc,1980 Q4,regular+aide,regular+aide,,,433.0,536.0,,,494.0,515.0,,,non-free,free,,,rural,rural,,,bachelor,master,,,level1,level1,,,12.0,6.0,,,cauc,cauc,,,12.0,12.0,,,35.0,35.0,,
120650,female,cauc,1980 Q3,regular+aide,,,,422.0,,,,506.0,,,,free,,,,suburban,,,,bachelor,,,,,,,,2.0,,,,cauc,,,,11.0,,,,25.0,,,
120671,male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,450.0,571.0,596.0,633.0,559.0,572.0,620.0,678.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master+,master,bachelor,bachelor,level1,level1,level1,level1,12.0,20.0,12.0,14.0,cauc,cauc,cauc,afam,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0
120681,male,cauc,1979 Q3,small,small,small,small,474.0,558.0,611.0,693.0,536.0,612.0,620.0,691.0,non-free,non-free,non-free,non-free,urban,urban,urban,urban,master+,master,master,bachelor,level1,level1,level1,level1,12.0,15.0,14.0,36.0,cauc,cauc,cauc,cauc,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0
120697,male,afam,1980 Q3,small,,,,398.0,,,,439.0,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,12.0,,,,afam,,,,11.0,,,,25.0,,,
120721,female,afam,1979 Q1,,regular,small,small,,442.0,,,,451.0,,,,free,free,,,suburban,suburban,suburban,,bachelor,bachelor,master,,apprentice,apprentice,level1,,1.0,2.0,6.0,,cauc,cauc,cauc,,22.0,22.0,22.0,,52.0,52.0,52.0
120737,female,cauc,1980 Q1,,regular+aide,regular+aide,regular+aide,,558.0,618.0,644.0,,567.0,590.0,608.0,,non-free,non-free,non-free,,rural,rural,rural,,master,bachelor,master,,notladder,level1,level2,,20.0,11.0,13.0,,cauc,cauc,cauc,,3.0,3.0,3.0,,3.0,3.0,3.0
120750,male,afam,1980 Q2,small,,,,410.0,,,,439.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,13.0,,,,afam,,,,11.0,,,,14.0,,,
120764,female,cauc,1980 Q2,regular,,,,453.0,,,,500.0,,,,non-free,,,,inner-city,,,,bachelor,,,,level1,,,,9.0,,,,afam,,,,11.0,,,,18.0,,,
